證券代號,證券名稱,公司名稱,資本額,成立日期,上市日期,收盤價,殖利率,股利年度,本益比,淨值比,財報年/季,收盤(1ma / 5ma / 20ma / 60ma),張數(1ma / 5ma / 20ma / 60ma),外資持股(%)(1ma / 5ma / 20ma / 60ma),券資比(%)(1ma / 5ma / 20ma / 60ma),超額買超,重押券商,前15卷商籌碼集中度,買賣家數差,本益比-級距1倍數,本益比-級距1價格,本益比-級距2倍數,本益比-級距2價格,本益比-級距3倍數,本益比-級距3價格,本益比-級距4倍數,本益比-級距4價格,本益比-級距5倍數,本益比-級距5價格,本益比-級距6倍數,本益比-級距6價格,100張以下比例,100張以下人數,100-1000張比例,100-1000張人數,1000張以上比例,1000張以上人數,毛利率,營業利益率,ROE,稅前淨利率,稅後淨利率,總資產週轉率,本業收益,每股營業現金流量,每股自由現金流量,財報評分,2025,2024,2023,2022,2021
2330,台積電,台灣積體電路製造股份有限公司,2593.26,1970/01/01,1970/01/01,"1,200.00",1.42,113,23.77,6.82,114/1,👍  1200.0 /   1183.0 /   1153.0 /   1110.7, 39708.0 /  39936.4 / 34911.55 / 34835.19,    73.6 /    73.58 /    73.48 /    73.25,    3.06 /     2.99 /     2.94 /     2.69,1.0,,9.83,-490,15.0,757.8,17.4,879.0,19.8,1000.0,22.2,1122.0,24.6,1243.0,27.0,1364.0,8.16,1637961,5.03,4209,86.74,1529,97.40,117.69,46016,51.41,43.04,0.12,94.47,24.14,12.94,91,  19.0 /    0.0,  15.0 /    0.0,  11.5 /    0.0,  11.0 /    0.0,  10.5 /    0.0
