files,changelog,note
"{'filename': 'release.json', 'version': '20240913', 'path': 'https://www.cns11643.gov.tw/opendata/release.json'}","{'更新日期': '2024-09-13', '更新項目': '新增閩南語用字 11-7E28, 11-7E2B, 11-7E40, 11-7E41, 11-7E4E, 11-7E4F, 11-7E58, 11-7E65, 11-7E67 等 9 字 。'}",changelog 僅提供最近 6 個月之說明。
